Countrycode	Timezone	Namespace	AirQualityNetwork	AirQualityStation	AirQualityStationEoICode	AirQualityStationNatCode	SamplingPoint	SamplingProcess	Sample	AirPollutant	AirPollutantCode	ObservationDateBegin	ObservationDateEnd	Projection	Longitude	Latitude	Altitude	MeasurementType	AirQualityStationType	AirQualityStationArea	EquivalenceDemonstrated	MeasurementEquipment	InletHeight	BuildingDistance	KerbDistance
BE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC	BE.CELINE-IRCEL.AQ	NET-Wallonia	STA-BETR240	BETR240	43R240	SPO-BETR240_00008_100	SPP-BETR240_00008_2	SAM-BETR240_00008	NO2	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/8	1998-07-01 00:00:00.0000000		EPSG:4979	5.39744605012733	50.5836143477672	135	automatic	industrial	suburban	ref		3	-999	-999
BE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC	BE.CELINE-IRCEL.AQ	NET-Wallonia	STA-BETR240	BETR240	43R240	SPO-BETR240_06001_100	SPP-BETR240_06001_1	SAM-BETR240_06001	PM2.5	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/6001	2008-02-11 00:00:00.0000000		EPSG:4979	5.39744605012733	50.5836143477672	135	automatic	industrial	suburban	ref		3	-999	-999
BE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC	BE.CELINE-IRCEL.AQ	NET-Wallonia	STA-BETR501	BETR501	45R501	SPO-BETR501_00001_100	SPP-BETR501_00001_1	SAM-BETR501_00001	SO2	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/1	1978-10-26 00:00:00.0000000	2013-03-05 00:00:00.0000000	EPSG:4979	4.45217178104986	50.4093114524138	115	automatic	background	urban	ref		3	-999	-999
BE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC	BE.CELINE-IRCEL.AQ	NET-Wallonia	STA-BETR501	BETR501	45R501	SPO-BETR501_00005_100	SPP-BETR501_00005_2	SAM-BETR501_00005	PM10	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5	2008-02-21 00:00:00.0000000		EPSG:4979	4.45217178104986	50.4093114524138	115	automatic	background	urban	ref		3	-999	-999
BE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC	BE.CELINE-IRCEL.AQ	NET-Wallonia	STA-BETR501	BETR501	45R501	SPO-BETR501_00008_100	SPP-BETR501_00008_1	SAM-BETR501_00008	NO2	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/8	1978-10-26 00:00:00.0000000		EPSG:4979	4.45217178104986	50.4093114524138	115	automatic	background	urban	ref		3	-999	-999
BE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC	BE.CELINE-IRCEL.AQ	NET-Wallonia	STA-BETR501	BETR501	45R501	SPO-BETR501_00010_100	SPP-BETR501_00010_1	SAM-BETR501_00010	CO	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/10	1997-09-01 00:00:00.0000000		EPSG:4979	4.45217178104986	50.4093114524138	115	automatic	background	urban	ref		3	-999	-999
BE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC	BE.CELINE-IRCEL.AQ	NET-Wallonia	STA-BETR501	BETR501	45R501	SPO-BETR501_06001_100	SPP-BETR501_06001_1	SAM-BETR501_06001	PM2.5	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/6001	2008-02-21 00:00:00.0000000		EPSG:4979	4.45217178104986	50.4093114524138	115	automatic	background	urban	ref		3	-999	-999
BE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC	BE.CELINE-IRCEL.AQ	NET-Wallonia	STA-BETR502	BETR502	45R502	SPO-BETR502_00005_100	SPP-BETR502_00005_2	SAM-BETR502_00005	PM10	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5	2008-02-06 00:00:00.0000000		EPSG:4979	4.45868085802172	50.4289953932951	135	automatic	background	suburban	ref		3	-999	-999
BE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC	BE.CELINE-IRCEL.AQ	NET-Wallonia	STA-BETR502	BETR502	45R502	SPO-BETR502_00007_100	SPP-BETR502_00007_1	SAM-BETR502_00007	O3	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/7	1995-03-01 00:00:00.0000000		EPSG:4979	4.45868085802172	50.4289953932951	135	automatic	background	suburban	ref		3	-999	-999
BE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC	BE.CELINE-IRCEL.AQ	NET-Wallonia	STA-BETR502	BETR502	45R502	SPO-BETR502_00008_100	SPP-BETR502_00008_1	SAM-BETR502_00008	NO2	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/8	1997-08-07 00:00:00.0000000		EPSG:4979	4.45868085802172	50.4289953932951	135	automatic	background	suburban	ref		3	-999	-999
BE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC	BE.CELINE-IRCEL.AQ	NET-Wallonia	STA-BETR502	BETR502	45R502	SPO-BETR502_06001_100	SPP-BETR502_06001_1	SAM-BETR502_06001	PM2.5	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/6001	2008-02-06 00:00:00.0000000		EPSG:4979	4.45868085802172	50.4289953932951	135	automatic	background	suburban	ref		3	-999	-999
BE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC	BE.CELINE-IRCEL.AQ	NET-Wallonia	STA-BETR510	BETR510	45R510	SPO-BETR510_00001_100	SPP-BETR510_00001_1	SAM-BETR510_00001	SO2	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/1	1978-10-26 00:00:00.0000000		EPSG:4979	4.52113020813044	50.4164333599369	118	automatic	background	suburban	ref		3	-999	-999
BE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC	BE.CELINE-IRCEL.AQ	NET-Wallonia	STA-BETR510	BETR510	45R510	SPO-BETR510_00005_100	SPP-BETR510_00005_2	SAM-BETR510_00005	PM10	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5	2011-04-01 00:00:00.0000000		EPSG:4979	4.52113020813044	50.4164333599369	118	automatic	background	suburban	ref		3	-999	-999
BE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC	BE.CELINE-IRCEL.AQ	NET-Wallonia	STA-BETR510	BETR510	45R510	SPO-BETR510_06001_100	SPP-BETR510_06001_1	SAM-BETR510_06001	PM2.5	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/6001	2011-04-01 00:00:00.0000000		EPSG:4979	4.52113020813044	50.4164333599369	118	automatic	background	suburban	ref		3	-999	-999
BE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC	BE.CELINE-IRCEL.AQ	NET-Wallonia	STA-BETR511	BETR511	45R511	SPO-BETR511_00005_100	SPP-BETR511_00005_1	SAM-BETR511_00005	PM10	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5	2008-02-06 00:00:00.0000000		EPSG:4979	4.42470045040247	50.3775921025271	157	automatic	background	suburban	ref		3	-999	-999
BE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC	BE.CELINE-IRCEL.AQ	NET-Wallonia	STA-BETR511	BETR511	45R511	SPO-BETR511_06001_100	SPP-BETR511_06001_1	SAM-BETR511_06001	PM2.5	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/6001	2008-02-06 00:00:00.0000000		EPSG:4979	4.42470045040247	50.3775921025271	157	automatic	background	suburban	ref		3	-999	-999
BE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC	BE.CELINE-IRCEL.AQ	NET-Wallonia	STA-BETR512	BETR512	45R512	SPO-BETR512_00001_100	SPP-BETR512_00001_1	SAM-BETR512_00001	SO2	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/1	1978-10-26 00:00:00.0000000		EPSG:4979	4.39589711703924	50.4078101998156	107	automatic	industrial	suburban	ref		3	-999	-999
BE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC	BE.CELINE-IRCEL.AQ	NET-Wallonia	STA-BETR512	BETR512	45R512	SPO-BETR512_00005_100	SPP-BETR512_00005_2	SAM-BETR512_00005	PM10	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5	2008-02-21 00:00:00.0000000		EPSG:4979	4.39589711703924	50.4078101998156	107	automatic	industrial	suburban	ref		3	-999	-999
BE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC	BE.CELINE-IRCEL.AQ	NET-Wallonia	STA-BETR512	BETR512	45R512	SPO-BETR512_00008_100	SPP-BETR512_00008_2	SAM-BETR512_00008	NO2	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/8	1998-07-01 00:00:00.0000000		EPSG:4979	4.39589711703924	50.4078101998156	107	automatic	industrial	suburban	ref		3	-999	-999
BE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC	BE.CELINE-IRCEL.AQ	NET-Wallonia	STA-BETR512	BETR512	45R512	SPO-BETR512_00010_100	SPP-BETR512_00010_1	SAM-BETR512_00010	CO	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/10	1998-07-01 00:00:00.0000000		EPSG:4979	4.39589711703924	50.4078101998156	107	automatic	industrial	suburban	ref		3	-999	-999
BE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC	BE.CELINE-IRCEL.AQ	NET-Wallonia	STA-BETR512	BETR512	45R512	SPO-BETR512_06001_100	SPP-BETR512_06001_1	SAM-BETR512_06001	PM2.5	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/6001	2008-02-21 00:00:00.0000000		EPSG:4979	4.39589711703924	50.4078101998156	107	automatic	industrial	suburban	ref		3	-999	-999
BE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC	BE.CELINE-IRCEL.AQ	NET-Flanders	STA-BETR701	BETR701	44R701	SPO-BETR701_00001_100	SPP-BETR701_00001_2	SAM-BETR701_00001	SO2	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/1	1992-07-01 00:00:00.0000000		EPSG:4979	3.72929817169059	51.0583317166618	5	automatic	background	urban	ref		3	-999	-999
BE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC	BE.CELINE-IRCEL.AQ	NET-Flanders	STA-BETR701	BETR701	44R701	SPO-BETR701_00005_100	SPP-BETR701_00005_1	SAM-BETR701_00005	PM10	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5	1995-07-01 00:00:00.0000000	2015-01-01 00:00:00.0000000	EPSG:4979	3.72929817169059	51.0583317166618	5	automatic	background	urban	ref		3	-999	-999
BE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC	BE.CELINE-IRCEL.AQ	NET-Flanders	STA-BETR701	BETR701	44R701	SPO-BETR701_00005_100	SPP-BETR701_00005_2	SAM-BETR701_00005	PM10	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5	2015-01-01 00:00:00.0000000		EPSG:4979	3.72929817169059	51.0583317166618	5	automatic	background	urban	ref		3	-999	-999
BE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC	BE.CELINE-IRCEL.AQ	NET-Flanders	STA-BETR701	BETR701	44R701	SPO-BETR701_00007_100	SPP-BETR701_00007_1	SAM-BETR701_00007	O3	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/7	1995-04-01 00:00:00.0000000		EPSG:4979	3.72929817169059	51.0583317166618	5	automatic	background	urban	ref		3	-999	-999
BE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC	BE.CELINE-IRCEL.AQ	NET-Flanders	STA-BETR701	BETR701	44R701	SPO-BETR701_00008_100	SPP-BETR701_00008_2	SAM-BETR701_00008	NO2	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/8	1995-02-01 00:00:00.0000000		EPSG:4979	3.72929817169059	51.0583317166618	5	automatic	background	urban	ref		3	-999	-999
BE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC	BE.CELINE-IRCEL.AQ	NET-Flanders	STA-BETR701	BETR701	44R701	SPO-BETR701_00010_100	SPP-BETR701_00010_2	SAM-BETR701_00010	CO	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/10	2002-01-01 00:00:00.0000000		EPSG:4979	3.72929817169059	51.0583317166618	5	automatic	background	urban	ref		3	-999	-999
BE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC	BE.CELINE-IRCEL.AQ	NET-Flanders	STA-BETR701	BETR701	44R701	SPO-BETR701_00020_100	SPP-BETR701_00020_2	SAM-BETR701_00020	C6H6	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/20	2014-02-14 00:00:00.0000000		EPSG:4979	3.72929817169059	51.0583317166618	5	automatic	background	urban	ref		3	-999	-999
BE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC	BE.CELINE-IRCEL.AQ	NET-Flanders	STA-BETR701	BETR701	44R701	SPO-BETR701_06001_100	SPP-BETR701_06001_2	SAM-BETR701_06001	PM2.5	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/6001	2011-01-01 00:00:00.0000000		EPSG:4979	3.72929817169059	51.0583317166618	5	automatic	background	urban	ref		3	-999	-999
BE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC	BE.CELINE-IRCEL.AQ	NET-Flanders	STA-BETR702	BETR702	44R702	SPO-BETR702_00005_100	SPP-BETR702_00005_2	SAM-BETR702_00005	PM10	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5	2015-01-01 00:00:00.0000000		EPSG:4979	3.73497147968531	51.0406894198246	8	automatic	traffic	urban	ref		3	10	5
BE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC	BE.CELINE-IRCEL.AQ	NET-Flanders	STA-BETR702	BETR702	44R702	SPO-BETR702_00005_100	SPP-BETR702_00005_1	SAM-BETR702_00005	PM10	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5	2013-03-25 00:00:00.0000000	2015-01-01 00:00:00.0000000	EPSG:4979	3.73497147968531	51.0406894198246	8	automatic	traffic	urban	ref		3	10	5
BE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC	BE.CELINE-IRCEL.AQ	NET-Flanders	STA-BETR702	BETR702	44R702	SPO-BETR702_00008_100	SPP-BETR702_00008_1	SAM-BETR702_00008	NO2	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/8	2013-03-22 00:00:00.0000000		EPSG:4979	3.73497147968531	51.0406894198246	8	automatic	traffic	urban	ref		3	10	5
BE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC	BE.CELINE-IRCEL.AQ	NET-Flanders	STA-BETR702	BETR702	44R702	SPO-BETR702_06001_100	SPP-BETR702_06001_1	SAM-BETR702_06001	PM2.5	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/6001	2013-03-25 00:00:00.0000000		EPSG:4979	3.73497147968531	51.0406894198246	8	automatic	traffic	urban	ref		3	10	5
BE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC	BE.CELINE-IRCEL.AQ	NET-Flanders	STA-BETR710	BETR710	44R710	SPO-BETR710_00005_100	SPP-BETR710_00005_1	SAM-BETR710_00005	PM10	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5	2004-03-01 00:00:00.0000000		EPSG:4979	3.77526238964536	51.0612776980517	6	automatic	background	suburban	ref		3	-999	-999
BE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC	BE.CELINE-IRCEL.AQ	NET-Flanders	STA-BETR710	BETR710	44R710	SPO-BETR710_00007_100	SPP-BETR710_00007_1	SAM-BETR710_00007	O3	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/7	2003-03-01 00:00:00.0000000		EPSG:4979	3.77526238964536	51.0612776980517	6	automatic	background	suburban	ref		3	-999	-999
BE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC	BE.CELINE-IRCEL.AQ	NET-Flanders	STA-BETR710	BETR710	44R710	SPO-BETR710_00008_100	SPP-BETR710_00008_1	SAM-BETR710_00008	NO2	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/8	2005-01-01 00:00:00.0000000		EPSG:4979	3.77526238964536	51.0612776980517	6	automatic	background	suburban	ref		3	-999	-999
BE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC	BE.CELINE-IRCEL.AQ	NET-Flanders	STA-BETR710	BETR710	44R710	SPO-BETR710_06001_100	SPP-BETR710_06001_1	SAM-BETR710_06001	PM2.5	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/6001	2014-10-21 00:00:00.0000000		EPSG:4979	3.77526238964536	51.0612776980517	6	automatic	background	suburban	ref		3	-999	-999
BE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC	BE.CELINE-IRCEL.AQ	NET-Flanders	STA-BETR721	BETR721	44R721	SPO-BETR721_00001_100	SPP-BETR721_00001_2	SAM-BETR721_00001	SO2	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/1	1992-07-01 00:00:00.0000000		EPSG:4979	3.71611937069602	51.0889577240613	6	automatic	industrial	suburban	ref		3	-999	-999
BE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC	BE.CELINE-IRCEL.AQ	NET-Flanders	STA-BETR721	BETR721	44R721	SPO-BETR721_00008_100	SPP-BETR721_00008_1	SAM-BETR721_00008	NO2	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/8	1998-03-01 00:00:00.0000000		EPSG:4979	3.71611937069602	51.0889577240613	6	automatic	industrial	suburban	ref		3	-999	-999
BE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC	BE.CELINE-IRCEL.AQ	NET-Flanders	STA-BETR731	BETR731	44R731	SPO-BETR731_00001_100	SPP-BETR731_00001_2	SAM-BETR731_00001	SO2	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/1	1990-07-01 00:00:00.0000000		EPSG:4979	3.73950422044193	51.1246905122968	6	automatic	industrial	suburban	ref		3	-999	-999
BE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC	BE.CELINE-IRCEL.AQ	NET-Flanders	STA-BETR731	BETR731	44R731	SPO-BETR731_00005_100	SPP-BETR731_00005_3	SAM-BETR731_00005	PM10	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5	2015-01-01 00:00:00.0000000		EPSG:4979	3.73950422044193	51.1246905122968	6	automatic	industrial	suburban	ref		3	-999	-999
BE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC	BE.CELINE-IRCEL.AQ	NET-Flanders	STA-BETR731	BETR731	44R731	SPO-BETR731_00005_100	SPP-BETR731_00005_2	SAM-BETR731_00005	PM10	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5	2003-12-17 00:00:00.0000000	2015-01-01 00:00:00.0000000	EPSG:4979	3.73950422044193	51.1246905122968	6	automatic	industrial	suburban	ref		3	-999	-999
BE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC	BE.CELINE-IRCEL.AQ	NET-Flanders	STA-BETR731	BETR731	44R731	SPO-BETR731_00008_100	SPP-BETR731_00008_2	SAM-BETR731_00008	NO2	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/8	1995-02-01 00:00:00.0000000		EPSG:4979	3.73950422044193	51.1246905122968	6	automatic	industrial	suburban	ref		3	-999	-999
BE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC	BE.CELINE-IRCEL.AQ	NET-Flanders	STA-BETR731	BETR731	44R731	SPO-BETR731_06001_100	SPP-BETR731_06001_1	SAM-BETR731_06001	PM2.5	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/6001	2004-01-01 00:00:00.0000000		EPSG:4979	3.73950422044193	51.1246905122968	6	automatic	industrial	suburban	ref		3	-999	-999
BE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC	BE.CELINE-IRCEL.AQ	NET-Flanders	STA-BETR740	BETR740	44R740	SPO-BETR740_00001_100	SPP-BETR740_00001_2	SAM-BETR740_00001	SO2	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/1	1994-11-01 00:00:00.0000000		EPSG:4979	3.80873543041274	51.1501360903975	5	automatic	industrial	rural	ref		3	-999	-999
BE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC	BE.CELINE-IRCEL.AQ	NET-Flanders	STA-BETR740	BETR740	44R740	SPO-BETR740_00005_100	SPP-BETR740_00005_1	SAM-BETR740_00005	PM10	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5	1995-07-01 00:00:00.0000000		EPSG:4979	3.80873543041274	51.1501360903975	5	automatic	industrial	rural	ref		3	-999	-999
BE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC	BE.CELINE-IRCEL.AQ	NET-Flanders	STA-BETR740	BETR740	44R740	SPO-BETR740_00007_100	SPP-BETR740_00007_2	SAM-BETR740_00007	O3	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/7	1990-07-01 00:00:00.0000000		EPSG:4979	3.80873543041274	51.1501360903975	5	automatic	industrial	rural	ref		3	-999	-999
BE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC	BE.CELINE-IRCEL.AQ	NET-Flanders	STA-BETR740	BETR740	44R740	SPO-BETR740_00008_100	SPP-BETR740_00008_2	SAM-BETR740_00008	NO2	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/8	1995-02-01 00:00:00.0000000		EPSG:4979	3.80873543041274	51.1501360903975	5	automatic	industrial	rural	ref		3	-999	-999
BE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC	BE.CELINE-IRCEL.AQ	NET-Flanders	STA-BETR740	BETR740	44R740	SPO-BETR740_06001_100	SPP-BETR740_06001_1	SAM-BETR740_06001	PM2.5	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/6001	2014-06-05 00:00:00.0000000		EPSG:4979	3.80873543041274	51.1501360903975	5	automatic	industrial	rural	ref		3	-999	-999
BE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC	BE.CELINE-IRCEL.AQ	NET-Flanders	STA-BETR750	BETR750	44R750	SPO-BETR750_00001_100	SPP-BETR750_00001_2	SAM-BETR750_00001	SO2	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/1	1992-07-01 00:00:00.0000000		EPSG:4979	3.82292004680433	51.1960632688959	6	automatic	industrial	suburban	ref		3	-999	-999
BE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC	BE.CELINE-IRCEL.AQ	NET-Flanders	STA-BETR750	BETR750	44R750	SPO-BETR750_00005_100	SPP-BETR750_00005_2	SAM-BETR750_00005	PM10	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5	2015-01-01 00:00:00.0000000		EPSG:4979	3.82292004680433	51.1960632688959	6	automatic	industrial	suburban	ref		3	-999	-999
BE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC	BE.CELINE-IRCEL.AQ	NET-Flanders	STA-BETR750	BETR750	44R750	SPO-BETR750_00005_100	SPP-BETR750_00005_1	SAM-BETR750_00005	PM10	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5	1995-07-01 00:00:00.0000000	2015-01-01 00:00:00.0000000	EPSG:4979	3.82292004680433	51.1960632688959	6	automatic	industrial	suburban	ref		3	-999	-999
BE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC	BE.CELINE-IRCEL.AQ	NET-Flanders	STA-BETR750	BETR750	44R750	SPO-BETR750_00008_100	SPP-BETR750_00008_1	SAM-BETR750_00008	NO2	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/8	1998-05-01 00:00:00.0000000		EPSG:4979	3.82292004680433	51.1960632688959	6	automatic	industrial	suburban	ref		3	-999	-999
BE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC	BE.CELINE-IRCEL.AQ	NET-Flanders	STA-BETR750	BETR750	44R750	SPO-BETR750_00010_100	SPP-BETR750_00010_1	SAM-BETR750_00010	CO	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/10	2002-01-01 00:00:00.0000000		EPSG:4979	3.82292004680433	51.1960632688959	6	automatic	industrial	suburban	ref		3	-999	-999
BE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC	BE.CELINE-IRCEL.AQ	NET-Flanders	STA-BETR750	BETR750	44R750	SPO-BETR750_06001_100	SPP-BETR750_06001_1	SAM-BETR750_06001	PM2.5	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/6001	2014-07-25 00:00:00.0000000		EPSG:4979	3.82292004680433	51.1960632688959	6	automatic	industrial	suburban	ref		3	-999	-999
BE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC	BE.CELINE-IRCEL.AQ	NET-Flanders	STA-BETR801	BETR801	42R801	SPO-BETR801_00001_100	SPP-BETR801_00001_2	SAM-BETR801_00001	SO2	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/1	1992-07-01 00:00:00.0000000		EPSG:4979	4.43182104696884	51.2096625313066	6	automatic	background	urban	ref		3	-999	-999
BE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC	BE.CELINE-IRCEL.AQ	NET-Flanders	STA-BETR801	BETR801	42R801	SPO-BETR801_00005_100	SPP-BETR801_00005_2	SAM-BETR801_00005	PM10	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5	2015-05-01 00:00:00.0000000		EPSG:4979	4.43182104696884	51.2096625313066	6	automatic	background	urban	ref		3	-999	-999
BE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC	BE.CELINE-IRCEL.AQ	NET-Flanders	STA-BETR801	BETR801	42R801	SPO-BETR801_00005_100	SPP-BETR801_00005_1	SAM-BETR801_00005	PM10	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5	1995-05-01 00:00:00.0000000	2015-01-01 00:00:00.0000000	EPSG:4979	4.43182104696884	51.2096625313066	6	automatic	background	urban	ref		3	-999	-999
BE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC	BE.CELINE-IRCEL.AQ	NET-Flanders	STA-BETR801	BETR801	42R801	SPO-BETR801_00007_100	SPP-BETR801_00007_2	SAM-BETR801_00007	O3	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/7	1995-05-01 00:00:00.0000000		EPSG:4979	4.43182104696884	51.2096625313066	6	automatic	background	urban	ref		3	-999	-999
BE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC	BE.CELINE-IRCEL.AQ	NET-Flanders	STA-BETR801	BETR801	42R801	SPO-BETR801_00008_100	SPP-BETR801_00008_2	SAM-BETR801_00008	NO2	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/8	1995-02-01 00:00:00.0000000		EPSG:4979	4.43182104696884	51.2096625313066	6	automatic	background	urban	ref		3	-999	-999
BE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC	BE.CELINE-IRCEL.AQ	NET-Flanders	STA-BETR801	BETR801	42R801	SPO-BETR801_00020_100	SPP-BETR801_00020_1	SAM-BETR801_00020	C6H6	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/20	2000-06-01 00:00:00.0000000		EPSG:4979	4.43182104696884	51.2096625313066	6	automatic	background	urban	ref		3	-999	-999
BE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC	BE.CELINE-IRCEL.AQ	NET-Flanders	STA-BETR801	BETR801	42R801	SPO-BETR801_06001_100	SPP-BETR801_06001_1	SAM-BETR801_06001	PM2.5	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/6001	2003-03-01 00:00:00.0000000		EPSG:4979	4.43182104696884	51.2096625313066	6	automatic	background	urban	ref		3	-999	-999
