Countrycode	Timezone	Namespace	AirQualityNetwork	AirQualityStation	AirQualityStationEoICode	AirQualityStationNatCode	SamplingPoint	SamplingProcess	Sample	AirPollutant	AirPollutantCode	ObservationDateBegin	ObservationDateEnd	Projection	Longitude	Latitude	Altitude	MeasurementType	AirQualityStationType	AirQualityStationArea	EquivalenceDemonstrated	MeasurementEquipment	InletHeight	BuildingDistance	KerbDistance
BE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC	BE.CELINE-IRCEL.AQ	NET-Flanders	STA-BETR802	BETR802	42R802	SPO-BETR802_00005_100	SPP-BETR802_00005_3	SAM-BETR802_00005	PM10	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5	2015-01-01 00:00:00.0000000		EPSG:4979	4.43179223079244	51.20951873198	6	automatic	traffic	urban	ref		3	10	5
BE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC	BE.CELINE-IRCEL.AQ	NET-Flanders	STA-BETR802	BETR802	42R802	SPO-BETR802_00005_100	SPP-BETR802_00005_2	SAM-BETR802_00005	PM10	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5	2011-04-04 00:00:00.0000000	2015-01-01 00:00:00.0000000	EPSG:4979	4.43179223079244	51.20951873198	6	automatic	traffic	urban	ref		3	10	5
BE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC	BE.CELINE-IRCEL.AQ	NET-Flanders	STA-BETR802	BETR802	42R802	SPO-BETR802_00008_100	SPP-BETR802_00008_1	SAM-BETR802_00008	NO2	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/8	2011-05-05 00:00:00.0000000		EPSG:4979	4.43179223079244	51.20951873198	6	automatic	traffic	urban	ref		3	10	5
BE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC	BE.CELINE-IRCEL.AQ	NET-Flanders	STA-BETR802	BETR802	42R802	SPO-BETR802_00010_100	SPP-BETR802_00010_1	SAM-BETR802_00010	CO	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/10	2013-01-01 00:00:00.0000000		EPSG:4979	4.43179223079244	51.20951873198	6	automatic	traffic	urban	ref		3	10	5
BE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC	BE.CELINE-IRCEL.AQ	NET-Flanders	STA-BETR802	BETR802	42R802	SPO-BETR802_06001_100	SPP-BETR802_06001_2	SAM-BETR802_06001	PM2.5	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/6001	2011-03-30 00:00:00.0000000		EPSG:4979	4.43179223079244	51.20951873198	6	automatic	traffic	urban	ref		3	10	5
BE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC	BE.CELINE-IRCEL.AQ	NET-Flanders	STA-BETR803	BETR803	42R803	SPO-BETR803_00005_100	SPP-BETR803_00005_1	SAM-BETR803_00005	PM10	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5	2015-09-01 00:00:00.0000000		EPSG:4979	4.42845417753557	51.2286298134603	0	automatic	traffic	rural	ref		3	10	5
BE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC	BE.CELINE-IRCEL.AQ	NET-Flanders	STA-BETR803	BETR803	42R803	SPO-BETR803_00008_100	SPP-BETR803_00008_1	SAM-BETR803_00008	NO2	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/8	2015-07-01 00:00:00.0000000		EPSG:4979	4.42845417753557	51.2286298134603	0	automatic	traffic	rural	ref		3	10	5
BE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC	BE.CELINE-IRCEL.AQ	NET-Flanders	STA-BETR803	BETR803	42R803	SPO-BETR803_06001_100	SPP-BETR803_06001_1	SAM-BETR803_06001	PM2.5	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/6001	2015-09-01 00:00:00.0000000		EPSG:4979	4.42845417753557	51.2286298134603	0	automatic	traffic	rural	ref		3	10	5
BE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC	BE.CELINE-IRCEL.AQ	NET-Flanders	STA-BETR805	BETR805	42R805	SPO-BETR805_00005_100	SPP-BETR805_00005_1	SAM-BETR805_00005	PM10	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5	2015-08-01 00:00:00.0000000		EPSG:4979	4.42155925106527	51.2082294722138	6	automatic	traffic	rural	ref		3	10	5
BE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC	BE.CELINE-IRCEL.AQ	NET-Flanders	STA-BETR805	BETR805	42R805	SPO-BETR805_00008_100	SPP-BETR805_00008_1	SAM-BETR805_00008	NO2	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/8	2015-07-01 00:00:00.0000000		EPSG:4979	4.42155925106527	51.2082294722138	6	automatic	traffic	rural	ref		3	10	5
BE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC	BE.CELINE-IRCEL.AQ	NET-Flanders	STA-BETR805	BETR805	42R805	SPO-BETR805_06001_100	SPP-BETR805_06001_1	SAM-BETR805_06001	PM2.5	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/6001	2015-08-01 00:00:00.0000000		EPSG:4979	4.42155925106527	51.2082294722138	6	automatic	traffic	rural	ref		3	10	5
BE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC	BE.CELINE-IRCEL.AQ	NET-Flanders	STA-BETR811	BETR811	42R811	SPO-BETR811_00005_100	SPP-BETR811_00005_1	SAM-BETR811_00005	PM10	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5	2004-01-01 00:00:00.0000000		EPSG:4979	4.49136202793544	51.2521034122412	8	automatic	background	suburban	ref		3	-999	-999
BE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC	BE.CELINE-IRCEL.AQ	NET-Flanders	STA-BETR811	BETR811	42R811	SPO-BETR811_00007_100	SPP-BETR811_00007_1	SAM-BETR811_00007	O3	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/7	2003-03-01 00:00:00.0000000		EPSG:4979	4.49136202793544	51.2521034122412	8	automatic	background	suburban	ref		3	-999	-999
BE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC	BE.CELINE-IRCEL.AQ	NET-Flanders	STA-BETR811	BETR811	42R811	SPO-BETR811_00008_100	SPP-BETR811_00008_1	SAM-BETR811_00008	NO2	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/8	2003-04-01 00:00:00.0000000		EPSG:4979	4.49136202793544	51.2521034122412	8	automatic	background	suburban	ref		3	-999	-999
BE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC	BE.CELINE-IRCEL.AQ	NET-Flanders	STA-BETR811	BETR811	42R811	SPO-BETR811_06001_100	SPP-BETR811_06001_1	SAM-BETR811_06001	PM2.5	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/6001	2014-06-11 00:00:00.0000000		EPSG:4979	4.49136202793544	51.2521034122412	8	automatic	background	suburban	ref		3	-999	-999
BE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC	BE.CELINE-IRCEL.AQ	NET-Flanders	STA-BETR815	BETR815	42R815	SPO-BETR815_00001_100	SPP-BETR815_00001_2	SAM-BETR815_00001	SO2	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/1	1992-07-01 00:00:00.0000000		EPSG:4979	4.33220643231032	51.2146988167721	7	automatic	industrial	suburban	ref		3	-999	-999
BE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC	BE.CELINE-IRCEL.AQ	NET-Flanders	STA-BETR815	BETR815	42R815	SPO-BETR815_00005_100	SPP-BETR815_00005_2	SAM-BETR815_00005	PM10	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5	2015-01-01 00:00:00.0000000		EPSG:4979	4.33220643231032	51.2146988167721	7	automatic	industrial	suburban	ref		3	-999	-999
BE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC	BE.CELINE-IRCEL.AQ	NET-Flanders	STA-BETR815	BETR815	42R815	SPO-BETR815_00005_100	SPP-BETR815_00005_1	SAM-BETR815_00005	PM10	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5	2004-01-01 00:00:00.0000000	2015-01-01 00:00:00.0000000	EPSG:4979	4.33220643231032	51.2146988167721	7	automatic	industrial	suburban	ref		3	-999	-999
BE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC	BE.CELINE-IRCEL.AQ	NET-Flanders	STA-BETR815	BETR815	42R815	SPO-BETR815_00008_100	SPP-BETR815_00008_1	SAM-BETR815_00008	NO2	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/8	2005-01-01 00:00:00.0000000		EPSG:4979	4.33220643231032	51.2146988167721	7	automatic	industrial	suburban	ref		3	-999	-999
BE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC	BE.CELINE-IRCEL.AQ	NET-Flanders	STA-BETR815	BETR815	42R815	SPO-BETR815_06001_100	SPP-BETR815_06001_1	SAM-BETR815_06001	PM2.5	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/6001	2014-10-07 00:00:00.0000000		EPSG:4979	4.33220643231032	51.2146988167721	7	automatic	industrial	suburban	ref		3	-999	-999
BE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC	BE.CELINE-IRCEL.AQ	NET-Flanders	STA-BETR817	BETR817	42R817	SPO-BETR817_00005_100	SPP-BETR817_00005_1	SAM-BETR817_00005	PM10	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5	2015-07-01 00:00:00.0000000		EPSG:4979	4.41794863777773	51.1771308881904	6	automatic	traffic	rural	ref		3	10	5
BE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC	BE.CELINE-IRCEL.AQ	NET-Flanders	STA-BETR817	BETR817	42R817	SPO-BETR817_00008_100	SPP-BETR817_00008_1	SAM-BETR817_00008	NO2	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/8	2015-07-01 00:00:00.0000000		EPSG:4979	4.41794863777773	51.1771308881904	6	automatic	traffic	rural	ref		3	10	5
BE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC	BE.CELINE-IRCEL.AQ	NET-Flanders	STA-BETR817	BETR817	42R817	SPO-BETR817_06001_100	SPP-BETR817_06001_1	SAM-BETR817_06001	PM2.5	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/6001	2015-07-01 00:00:00.0000000		EPSG:4979	4.41794863777773	51.1771308881904	6	automatic	traffic	rural	ref		3	10	5
BE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC	BE.CELINE-IRCEL.AQ	NET-Flanders	STA-BETR820	BETR820	42R820	SPO-BETR820_00001_100	SPP-BETR820_00001_2	SAM-BETR820_00001	SO2	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/1	1992-07-01 00:00:00.0000000		EPSG:4979	4.44481061898005	51.3204167857085	11	automatic	background	suburban	ref		3	-999	-999
BE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC	BE.CELINE-IRCEL.AQ	NET-Flanders	STA-BETR820	BETR820	42R820	SPO-BETR820_00008_100	SPP-BETR820_00008_1	SAM-BETR820_00008	NO2	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/8	2012-11-27 00:00:00.0000000		EPSG:4979	4.44481061898005	51.3204167857085	11	automatic	background	suburban	ref		3	-999	-999
BE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC	BE.CELINE-IRCEL.AQ	NET-Flanders	STA-BETR821	BETR821	42R821	SPO-BETR821_00001_100	SPP-BETR821_00001_2	SAM-BETR821_00001	SO2	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/1	1992-07-01 00:00:00.0000000		EPSG:4979	4.25031466591732	51.2154995196423	11	automatic	background	suburban	ref		3	-999	-999
BE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC	BE.CELINE-IRCEL.AQ	NET-Flanders	STA-BETR821	BETR821	42R821	SPO-BETR821_00008_100	SPP-BETR821_00008_1	SAM-BETR821_00008	NO2	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/8	1998-03-01 00:00:00.0000000		EPSG:4979	4.25031466591732	51.2154995196423	11	automatic	background	suburban	ref		3	-999	-999
BE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC	BE.CELINE-IRCEL.AQ	NET-Flanders	STA-BETR830	BETR830	42R830	SPO-BETR830_00001_100	SPP-BETR830_00001_2	SAM-BETR830_00001	SO2	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/1	1992-07-01 00:00:00.0000000		EPSG:4979	4.26263372958256	51.3182286306783	5	automatic	industrial	rural	ref		3	-999	-999
BE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC	BE.CELINE-IRCEL.AQ	NET-Flanders	STA-BETR830	BETR830	42R830	SPO-BETR830_00008_100	SPP-BETR830_00008_2	SAM-BETR830_00008	NO2	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/8	1998-05-01 00:00:00.0000000		EPSG:4979	4.26263372958256	51.3182286306783	5	automatic	industrial	rural	ref		3	-999	-999
BE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC	BE.CELINE-IRCEL.AQ	NET-Flanders	STA-BETR831	BETR831	42R831	SPO-BETR831_00001_100	SPP-BETR831_00001_2	SAM-BETR831_00001	SO2	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/1	1994-11-22 00:00:00.0000000		EPSG:4979	4.33970994711987	51.3487952923282	3	automatic	industrial	suburban	ref		3	-999	-999
BE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC	BE.CELINE-IRCEL.AQ	NET-Flanders	STA-BETR831	BETR831	42R831	SPO-BETR831_00005_100	SPP-BETR831_00005_1	SAM-BETR831_00005	PM10	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5	2011-05-19 00:00:00.0000000		EPSG:4979	4.33970994711987	51.3487952923282	3	automatic	industrial	suburban	ref		3	-999	-999
BE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC	BE.CELINE-IRCEL.AQ	NET-Flanders	STA-BETR831	BETR831	42R831	SPO-BETR831_00007_100	SPP-BETR831_00007_4	SAM-BETR831_00007	O3	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/7	1997-09-01 00:00:00.0000000		EPSG:4979	4.33970994711987	51.3487952923282	3	automatic	industrial	suburban	ref		3	-999	-999
BE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC	BE.CELINE-IRCEL.AQ	NET-Flanders	STA-BETR831	BETR831	42R831	SPO-BETR831_00008_100	SPP-BETR831_00008_2	SAM-BETR831_00008	NO2	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/8	2006-03-01 00:00:00.0000000		EPSG:4979	4.33970994711987	51.3487952923282	3	automatic	industrial	suburban	ref		3	-999	-999
BE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC	BE.CELINE-IRCEL.AQ	NET-Flanders	STA-BETR831	BETR831	42R831	SPO-BETR831_06001_100	SPP-BETR831_06001_1	SAM-BETR831_06001	PM2.5	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/6001	2014-07-30 00:00:00.0000000		EPSG:4979	4.33970994711987	51.3487952923282	3	automatic	industrial	suburban	ref		3	-999	-999
BE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC	BE.CELINE-IRCEL.AQ	NET-Flanders	STA-BETR834	BETR834	42R834	SPO-BETR834_00005_100	SPP-BETR834_00005_1	SAM-BETR834_00005	PM10	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5	2012-06-14 00:00:00.0000000		EPSG:4979	4.38010354488249	51.0920000379014	0	automatic	background	suburban	ref		3	-999	-999
BE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC	BE.CELINE-IRCEL.AQ	NET-Flanders	STA-BETR834	BETR834	42R834	SPO-BETR834_00008_100	SPP-BETR834_00008_1	SAM-BETR834_00008	NO2	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/8	2012-07-09 00:00:00.0000000		EPSG:4979	4.38010354488249	51.0920000379014	0	automatic	background	suburban	ref		3	-999	-999
BE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC	BE.CELINE-IRCEL.AQ	NET-Flanders	STA-BETR834	BETR834	42R834	SPO-BETR834_06001_100	SPP-BETR834_06001_1	SAM-BETR834_06001	PM2.5	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/6001	2014-08-02 00:00:00.0000000		EPSG:4979	4.38010354488249	51.0920000379014	0	automatic	background	suburban	ref		3	-999	-999
BE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC	BE.CELINE-IRCEL.AQ	NET-Flanders	STA-BETR841	BETR841	42R841	SPO-BETR841_00005_100	SPP-BETR841_00005_1	SAM-BETR841_00005	PM10	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5	2002-10-01 00:00:00.0000000		EPSG:4979	4.46932103654779	51.0025259687826	8	automatic	background	suburban	ref		3	-999	-999
BE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC	BE.CELINE-IRCEL.AQ	NET-Flanders	STA-BETR841	BETR841	42R841	SPO-BETR841_00007_100	SPP-BETR841_00007_1	SAM-BETR841_00007	O3	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/7	2003-03-01 00:00:00.0000000		EPSG:4979	4.46932103654779	51.0025259687826	8	automatic	background	suburban	ref		3	-999	-999
BE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC	BE.CELINE-IRCEL.AQ	NET-Flanders	STA-BETR841	BETR841	42R841	SPO-BETR841_00008_100	SPP-BETR841_00008_1	SAM-BETR841_00008	NO2	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/8	2003-04-01 00:00:00.0000000		EPSG:4979	4.46932103654779	51.0025259687826	8	automatic	background	suburban	ref		3	-999	-999
BE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC	BE.CELINE-IRCEL.AQ	NET-Flanders	STA-BETR841	BETR841	42R841	SPO-BETR841_06001_100	SPP-BETR841_06001_1	SAM-BETR841_06001	PM2.5	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/6001	2002-10-01 00:00:00.0000000	2009-02-25 00:00:00.0000000	EPSG:4979	4.46932103654779	51.0025259687826	8	automatic	background	suburban	ref		3	-999	-999
BE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC	BE.CELINE-IRCEL.AQ	NET-Flanders	STA-BETR841	BETR841	42R841	SPO-BETR841_06001_100	SPP-BETR841_06001_2	SAM-BETR841_06001	PM2.5	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/6001	2014-11-25 00:00:00.0000000		EPSG:4979	4.46932103654779	51.0025259687826	8	automatic	background	suburban	ref		3	-999	-999
BE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC	BE.CELINE-IRCEL.AQ	NET-Flanders	STA-BETR892	BETR892	42R892	SPO-BETR892_00001_100	SPP-BETR892_00001_2	SAM-BETR892_00001	SO2	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/1	2011-04-08 00:00:00.0000000		EPSG:4979	4.27888997650593	51.2630368232114	9	automatic	industrial	suburban	ref		3	-999	-999
BE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC	BE.CELINE-IRCEL.AQ	NET-Flanders	STA-BETR892	BETR892	42R892	SPO-BETR892_00008_100	SPP-BETR892_00008_1	SAM-BETR892_00008	NO2	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/8	1996-01-01 00:00:00.0000000		EPSG:4979	4.27888997650593	51.2630368232114	9	automatic	industrial	suburban	ref		3	-999	-999
BE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC	BE.CELINE-IRCEL.AQ	NET-Flanders	STA-BETR893	BETR893	42R893	SPO-BETR893_00001_100	SPP-BETR893_00001_2	SAM-BETR893_00001	SO2	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/1	2011-01-17 00:00:00.0000000		EPSG:4979	4.38577061951101	51.2813780561493	6	automatic	industrial	suburban	ref		3	-999	-999
BE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC	BE.CELINE-IRCEL.AQ	NET-Flanders	STA-BETR893	BETR893	42R893	SPO-BETR893_00008_100	SPP-BETR893_00008_1	SAM-BETR893_00008	NO2	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/8	1996-01-01 00:00:00.0000000		EPSG:4979	4.38577061951101	51.2813780561493	6	automatic	industrial	suburban	ref		3	-999	-999
BE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC	BE.CELINE-IRCEL.AQ	NET-Flanders	STA-BETR897	BETR897	42R897	SPO-BETR897_00001_100	SPP-BETR897_00001_3	SAM-BETR897_00001	SO2	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/1	2011-01-17 00:00:00.0000000		EPSG:4979	4.34210451132214	51.2501064987036	5	automatic	industrial	suburban	ref		3	-999	-999
BE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC	BE.CELINE-IRCEL.AQ	NET-Flanders	STA-BETR897	BETR897	42R897	SPO-BETR897_00008_100	SPP-BETR897_00008_1	SAM-BETR897_00008	NO2	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/8	1996-09-05 00:00:00.0000000		EPSG:4979	4.34210451132214	51.2501064987036	5	automatic	industrial	suburban	ref		3	-999	-999
BE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC	BE.CELINE-IRCEL.AQ	NET-Flanders	STA-BETTS21	BETTS21	40TS21	SPO-BETTS21_00001_100	SPP-BETTS21_00001_1	SAM-BETTS21_00001	SO2	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/1	2010-03-30 00:00:00.0000000		EPSG:4979	5.1075363899623	51.0657072095334	28	automatic	industrial	suburban	ref		3	-999	-999
BE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC	BE.CELINE-IRCEL.AQ	NET-Brussels	STA-BETWOL1	BETWOL1	41WOL1	SPO-BETWOL1_00001_100	SPP-BETWOL1_00001_1	SAM-BETWOL1_00001	SO2	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/1	1994-03-01 00:00:00.0000000		EPSG:4979	4.42570368424423	50.8565782378141	77	automatic	traffic	suburban	ref		3	10	5
BE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC	BE.CELINE-IRCEL.AQ	NET-Brussels	STA-BETWOL1	BETWOL1	41WOL1	SPO-BETWOL1_00005_100	SPP-BETWOL1_00005_2	SAM-BETWOL1_00005	PM10	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5	2005-03-01 00:00:00.0000000		EPSG:4979	4.42570368424423	50.8565782378141	77	automatic	traffic	suburban	ref		3	10	5
BE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC	BE.CELINE-IRCEL.AQ	NET-Brussels	STA-BETWOL1	BETWOL1	41WOL1	SPO-BETWOL1_00007_100	SPP-BETWOL1_00007_1	SAM-BETWOL1_00007	O3	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/7	1994-03-11 00:00:00.0000000		EPSG:4979	4.42570368424423	50.8565782378141	77	automatic	traffic	suburban	ref		3	10	5
BE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC	BE.CELINE-IRCEL.AQ	NET-Brussels	STA-BETWOL1	BETWOL1	41WOL1	SPO-BETWOL1_00008_100	SPP-BETWOL1_00008_1	SAM-BETWOL1_00008	NO2	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/8	1994-03-01 00:00:00.0000000		EPSG:4979	4.42570368424423	50.8565782378141	77	automatic	traffic	suburban	ref		3	10	5
BE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC	BE.CELINE-IRCEL.AQ	NET-Brussels	STA-BETWOL1	BETWOL1	41WOL1	SPO-BETWOL1_00010_100	SPP-BETWOL1_00010_1	SAM-BETWOL1_00010	CO	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/10	1994-03-01 00:00:00.0000000		EPSG:4979	4.42570368424423	50.8565782378141	77	automatic	traffic	suburban	ref		3	10	5
BE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC	BE.CELINE-IRCEL.AQ	NET-Brussels	STA-BETWOL2	BETWOL2	41WOL2	SPO-BETWOL2_00020_100	SPP-BETWOL2_00020_1	SAM-BETWOL2_00020	C6H6	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/20	1999-10-01 00:00:00.0000000		EPSG:4979	4.42570368424423	50.8565782378141	20	automatic	background	suburban	ref		3	-999	-999
BE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC	BE.CELINE-IRCEL.AQ	NET-Wallonia	STA-BEVMOU1	BEVMOU1	5MOU01	SPO-BEVMOU1_00020_100	SPP-BEVMOU1_00020_1	SAM-BEVMOU1_00020	C6H6	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/20	2007-05-01 00:00:00.0000000		EPSG:4979	3.2413649665282	50.7531740255044	42	automatic	industrial	suburban	ref		3	-999	-999
BE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC	BE.CELINE-IRCEL.AQ	NET-Wallonia	STA-BEVMOU1	BEVMOU1	5MOU01	SPO-BEVMOU1_00021_100	SPP-BEVMOU1_00021_1	SAM-BEVMOU1_00021	C6H5-CH3	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/21	2007-05-01 00:00:00.0000000		EPSG:4979	3.2413649665282	50.7531740255044	42	automatic	industrial	suburban	ref		3	-999	-999
BE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC	BE.CELINE-IRCEL.AQ	NET-Wallonia	STA-BEVMOU1	BEVMOU1	5MOU01	SPO-BEVMOU1_00024_100	SPP-BEVMOU1_00024_1	SAM-BEVMOU1_00024	CH2=CH-CH=CH2	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/24	2007-05-01 00:00:00.0000000		EPSG:4979	3.2413649665282	50.7531740255044	42	automatic	industrial	suburban	ref		3	-999	-999
BE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC	BE.CELINE-IRCEL.AQ	NET-Wallonia	STA-BEVMOU1	BEVMOU1	5MOU01	SPO-BEVMOU1_00082_100	SPP-BEVMOU1_00082_1	SAM-BEVMOU1_00082	trans-H3C-HC=CH-CH2-CH3	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/82	2007-05-01 00:00:00.0000000		EPSG:4979	3.2413649665282	50.7531740255044	42	automatic	industrial	suburban	ref		3	-999	-999
BE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC	BE.CELINE-IRCEL.AQ	NET-Wallonia	STA-BEVMOU1	BEVMOU1	5MOU01	SPO-BEVMOU1_00316_100	SPP-BEVMOU1_00316_1	SAM-BEVMOU1_00316	(CH3)2-CH-CH2-CH2-CH3	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/316	2007-05-01 00:00:00.0000000		EPSG:4979	3.2413649665282	50.7531740255044	42	automatic	industrial	suburban	ref		3	-999	-999
BE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC	BE.CELINE-IRCEL.AQ	NET-Wallonia	STA-BEVMOU1	BEVMOU1	5MOU01	SPO-BEVMOU1_00394_100	SPP-BEVMOU1_00394_1	SAM-BEVMOU1_00394	H3C-CH2-CH2-CH3	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/394	2007-01-01 00:00:00.0000000		EPSG:4979	3.2413649665282	50.7531740255044	42	automatic	industrial	suburban	ref		3	-999	-999
